underlying,option_style,contract_symbol,option_type,quote_date,underlying_price,strike,expiry_date,risk_free_rate,dividend_yield,vendor_implied_volatility,market_option_price,bid,ask,bid_ask_spread,volume,open_interest,data_source,implied_volatility,iv_solvable
NDX,european,NDXP260814C29000000,call,2026-08-13,29742.599609375,29000.0,2026-08-14,0.03707000017166138,0.007,1.0000000000000003e-05,748.2,0.0,0.0,0.0,6.0,0.0,yahoo,0.24307272156394405,True
NDX,european,NDXP260814C29200000,call,2026-08-13,29742.599609375,29200.0,2026-08-14,0.03707000017166138,0.007,1.0000000000000003e-05,594.05,0.0,0.0,0.0,10.0,0.0,yahoo,0.3629803417709418,True
NDX,european,NDXP260814C29225000,call,2026-08-13,29742.599609375,29225.0,2026-08-14,0.03707000017166138,0.007,1.0000000000000003e-05,570.65,0.0,0.0,0.0,10.0,0.0,yahoo,0.35608945197953656,True
NDX,european,NDXP260814C29425000,call,2026-08-13,29742.599609375,29425.0,2026-08-14,0.03707000017166138,0.007,1.0000000000000003e-05,471.68,0.0,0.0,0.0,6.0,0.0,yahoo,0.45878395889754786,True
NDX,european,NDXP260814C29450000,call,2026-08-13,29742.599609375,29450.0,2026-08-14,0.03707000017166138,0.007,1.0000000000000003e-05,445.54,0.0,0.0,0.0,6.0,0.0,yahoo,0.4418550613337356,True
NDX,european,NDXP260814C29650000,call,2026-08-13,29742.599609375,29650.0,2026-08-14,0.03707000017166138,0.007,1.0000000000000003e-05,246.25,0.0,0.0,0.0,28.0,0.0,yahoo,0.3145759297112922,True
NDX,european,NDXP260814C29675000,call,2026-08-13,29742.599609375,29675.0,2026-08-14,0.03707000017166138,0.007,1.0000000000000003e-05,242.33,0.0,0.0,0.0,19.0,0.0,yahoo,0.33113606956141556,True
NDX,european,NDXP260814C29750000,call,2026-08-13,29742.599609375,29750.0,2026-08-14,0.03707000017166138,0.007,0.000986552734375,145.5,0.0,0.0,0.0,29.0,0.0,yahoo,0.2382217301299533,True
NDX,european,NDXP260814C29800000,call,2026-08-13,29742.599609375,29800.0,2026-08-14,0.03707000017166138,0.007,0.0039162109375,127.27,0.0,0.0,0.0,48.0,0.0,yahoo,0.24641102148288802,True
NDX,european,NDXP260814C29825000,call,2026-08-13,29742.599609375,29825.0,2026-08-14,0.03707000017166138,0.007,0.007822421875,115.16,0.0,0.0,0.0,13.0,0.0,yahoo,0.24408276317700037,True
NDX,european,NDXP260814C29850000,call,2026-08-13,29742.599609375,29850.0,2026-08-14,0.03707000017166138,0.007,0.007822421875,135.8,0.0,0.0,0.0,30.0,0.0,yahoo,0.29496920606540405,True
NDX,european,NDXP260814C29900000,call,2026-08-13,29742.599609375,29900.0,2026-08-14,0.03707000017166138,0.007,0.015634843750000002,94.5,0.0,0.0,0.0,35.0,0.0,yahoo,0.2572588338965641,True
NDX,european,NDXP260814C29925000,call,2026-08-13,29742.599609375,29925.0,2026-08-14,0.03707000017166138,0.007,0.015634843750000002,121.8,0.0,0.0,0.0,5.0,0.0,yahoo,0.31938573160558387,True
NDX,european,NDXP260814C29950000,call,2026-08-13,29742.599609375,29950.0,2026-08-14,0.03707000017166138,0.007,0.015634843750000002,60.55,0.0,0.0,0.0,29.0,0.0,yahoo,0.2242673919925724,True
NDX,european,NDXP260814C29975000,call,2026-08-13,29742.599609375,29975.0,2026-08-14,0.03707000017166138,0.007,0.015634843750000002,56.6,0.0,0.0,0.0,14.0,0.0,yahoo,0.22958911203034482,True
